image	text_normalized	text_raw	preprocessing_attempts
data_ocr/images/ストップウォッチ-1_OCR用.jpg	9:2627	9:2627	3
data_ocr/images/ストップウォッチ-2_OCR用.jpg	22:43	22:43	1
data_ocr/images/ストップウォッチ-3_OCR用.jpg	13:2848	13:28 48	1
data_ocr/images/ストップウォッチ-4_OCR用.jpg	10.00.	10.00.	13
